strain	date	division	PB2	PB1	PA	NP	NA	MP	NS	PB2_letter	PB1_letter	PA_letter	NP_letter	NA_letter	MP_letter	NS_letter	constellation
A/swine/Indiana/A02525078/2021|01/05/2021|Indiana	2021-01-05	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Missouri/A02525068/2021|01/07/2021|Missouri	2021-01-07	Missouri	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525046/2021|01/08/2021|Iowa	2021-01-08	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02525064/2021|01/13/2021|North_Carolina	2021-01-13	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525063/2021|01/13/2021|Iowa	2021-01-13	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Kentucky/A02525075/2021|01/13/2021|Kentucky	2021-01-13	Kentucky	?	?	?	?	2002A.2	?	?								?
A/swine/Indiana/A02525066/2021|01/14/2021|Indiana	2021-01-14	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02525094/2021|01/15/2021|North_Carolina	2021-01-15	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525092/2021|01/18/2021|Iowa	2021-01-18	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525108/2021|01/22/2021|Iowa	2021-01-22	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02525116/2021|01/26/2021|Pennsylvania	2021-01-26	Pennsylvania	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525111/2021|01/27/2021|Iowa	2021-01-27	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02525121/2021|01/28/2021|Minnesota	2021-01-28	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02525130/2021|01/29/2021|Minnesota	2021-01-29	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/Missouri/A02525138/2021|02/01/2021|Missouri	2021-02-01	Missouri	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525136/2021|02/01/2021|Iowa	2021-02-01	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/North_Carolina/A02525158/2021|02/05/2021|North_Carolina	2021-02-05	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02525155/2021|02/09/2021|Ohio	2021-02-09	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525184/2021|02/15/2021|Iowa	2021-02-15	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02525172/2021|02/16/2021|North_Carolina	2021-02-16	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02525198/2021|02/22/2021|North_Carolina	2021-02-22	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02525204/2021|02/23/2021|Pennsylvania	2021-02-23	Pennsylvania	?	?	?	?	2002B.2	?	?								?
A/swine/Missouri/A02525202/2021|02/23/2021|Missouri	2021-02-23	Missouri	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02525210/2021|02/24/2021|North_Carolina	2021-02-24	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525206/2021|02/24/2021|Iowa	2021-02-24	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02525218/2021|02/24/2021|North_Carolina	2021-02-24	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525241/2021|03/04/2021|Iowa	2021-03-04	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Pennsylvania/A02525244/2021|03/04/2021|Pennsylvania	2021-03-04	Pennsylvania	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02525243/2021|03/04/2021|Indiana	2021-03-04	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525251/2021|03/10/2021|Iowa	2021-03-10	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02525262/2021|03/15/2021|Ohio	2021-03-15	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525263/2021|03/16/2021|Iowa	2021-03-16	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02525270/2021|03/17/2021|Illinois	2021-03-17	Illinois	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02525269/2021|03/17/2021|Indiana	2021-03-17	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525290/2021|03/23/2021|Iowa	2021-03-23	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02525280/2021|03/23/2021|Indiana	2021-03-23	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525305/2021|03/25/2021|Iowa	2021-03-25	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02525302/2021|03/25/2021|North_Carolina	2021-03-25	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02525281/2021|03/25/2021|Indiana	2021-03-25	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/South_Carolina/A02525279/2021|03/26/2021|South_Carolina	2021-03-26	South Carolina	?	?	?	?	2002B.2	?	?								?
																	?
