strain	date	division	PB2	PB1	PA	NP	NA	MP	NS	PB2_letter	PB1_letter	PA_letter	NP_letter	NA_letter	MP_letter	NS_letter	constellation
A/swine/Indiana/13TOSU1217/2013|07/01/2013|Indiana	2013-07-01	Indiana	TRIG	TRIG	TRIG	pdm	2002A.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A01432886/2013|07/2013|Iowa	2013-07-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01432867/2013|07/2013|Iowa	2013-07-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/13TOSU1155/2013|07/01/2013|Indiana	2013-07-01	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU1035/2013|07/01/2013|Indiana	2013-07-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/13TOSU1026/2013|07/01/2013|Indiana	2013-07-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/13TOSU1050/2013|07/01/2013|Indiana	2013-07-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/13TOSU1042/2013|07/01/2013|Indiana	2013-07-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13TOSU1238/2013|07/01/2013|Ohio	2013-07-01	Ohio	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Ohio/13TOSU1221/2013|07/01/2013|Ohio	2013-07-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01351573/2013|07/10/2013|Ohio	2013-07-10	Ohio	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01351603/2013|07/11/2013|Minnesota	2013-07-11	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/A01351683/2013|07/16/2013|Ohio	2013-07-16	Ohio	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/A01351710/2013|07/18/2013|Ohio	2013-07-18	Ohio	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/13TOSU1128/2013|07/25/2013|Indiana	2013-07-25	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU1122/2013|07/25/2013|Indiana	2013-07-25	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU1141/2013|07/31/2013|Indiana	2013-07-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2002B.2	P	T	TTPTPT
A/swine/Ohio/13TOSU0726/2013|07/31/2013|Ohio	2013-07-31	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Virginia/A01290329/2013|08/2013|Virginia	2013-08-01	Virginia	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13TOSU2132/2013|08/01/2013|Ohio	2013-08-01	Ohio	TRIG	TRIG	TRIG	pdm	2002A.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Ohio/13TOSU2130/2013|08/01/2013|Ohio	2013-08-01	Ohio	TRIG	TRIG	TRIG	pdm	2002A.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/North_Carolina/A01432998/2013|08/2013|North_Carolina	2013-08-01	North Carolina	TRIG	?	?	TRIG	2002B.2	pdm	TRIG								?
A/swine/North_Carolina/A01432997/2013|08/2013|North_Carolina	2013-08-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01290320/2013|08/2013|Indiana	2013-08-01	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/13TOSU1319/2013|08/01/2013|Indiana	2013-08-01	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Iowa/A01290302/2013|08/2013|Iowa	2013-08-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/13TOSU1541/2013|08/01/2013|Ohio	2013-08-01	Ohio	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Ohio/13TOSU1373/2013|08/01/2013|Ohio	2013-08-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13TOSU2043/2013|08/01/2013|Ohio	2013-08-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13TOSU1547/2013|08/01/2013|Ohio	2013-08-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13TOSU2052/2013|08/01/2013|Ohio	2013-08-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01398587/2013|08/07/2013|Illinois	2013-08-07	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/Indiana/A01260361/2013|08/08/2013|Indiana	2013-08-08	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260371/2013|08/19/2013|Indiana	2013-08-19	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260368/2013|08/19/2013|Indiana	2013-08-19	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Michigan/A01259074/2013|08/20/2013|Michigan	2013-08-20	Michigan	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Ohio/A01364406/2013|08/27/2013|Ohio	2013-08-27	Ohio	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/13H091/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	pdm	pdm	?	pdm	TRIG	T	T	P	P	?	P	T	TTPPPT
A/swine/Iowa/13H081/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/13H082/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/13H094/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/13H069/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/13H098/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Iowa/13H068/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/13H092/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Iowa/13H076/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Iowa/13H090/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Iowa/13H065/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Iowa/13H073/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Iowa/13H087/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/13H075/2013|08/28/2013|Iowa	2013-08-28	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/13TOSU5095/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	TRIG	pdm	2002A.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/13TOSU4563/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU1991/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	?	pdm	TRIG	T	T	P	T	?	P	T	TTPTPT
A/swine/Indiana/13TOSU4561/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU1983/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Indiana/13TOSU1986/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Indiana/13TOSU1982/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Indiana/13TOSU4284/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2002B.2	P	T	TTPTPT
A/swine/Indiana/13TOSU1999/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU5730/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/13TOSU5238/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU5869/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Indiana/13TOSU5669/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13TOSU1560/2013|08/31/2013|Ohio	2013-08-31	Ohio	TRIG	TRIG	TRIG	pdm	?	pdm	TRIG	T	T	T	P	?	P	T	TTTPPT
A/swine/Indiana/13TOSU5147/2013|08/31/2013|Indiana	2013-08-31	Indiana	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/North_Carolina/A01290442/2013|09/2013|North_Carolina	2013-09-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01291329/2013|09/2013|North_Carolina	2013-09-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01290447/2013|09/2013|North_Carolina	2013-09-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/13TOSU2194/2013|09/01/2013|Ohio	2013-09-01	Ohio	TRIG	TRIG	pdm	TRIG	2002B.2	pdm	TRIG	T	T	P	T	2	P	T	TTPTPT
A/swine/Iowa/A01290438/2013|09/2013|Iowa	2013-09-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01364613/2013|09/05/2013|North_Carolina	2013-09-05	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01364816/2013|09/13/2013|Minnesota	2013-09-13	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01364803/2013|09/13/2013|Iowa	2013-09-13	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01392079/2013|09/18/2013|Minnesota	2013-09-18	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01394278/2013|09/19/2013|Minnesota	2013-09-19	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01365015/2013|09/25/2013|Iowa	2013-09-25	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01392224/2013|09/25/2013|Illinois	2013-09-25	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01290508/2013|10/2013|Illinois	2013-10-01	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/North_Carolina/A01409104/2013|10/2013|North_Carolina	2013-10-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/USA/A01291038/2013|10/2013|Unknown	2013-10-01	Unknown	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01394862/2013|10/02/2013|Illinois	2013-10-02	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01394861/2013|10/02/2013|Illinois	2013-10-02	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260398/2013|10/08/2013|Indiana	2013-10-08	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Kansas/A01377090/2013|10/10/2013|Kansas	2013-10-10	Kansas	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A01394021/2013|10/15/2013|Minnesota	2013-10-15	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01365406/2013|10/17/2013|Iowa	2013-10-17	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01394342/2013|10/28/2013|Nebraska	2013-10-28	Nebraska	?	?	?	?	2002A.2	pdm	?								?
A/swine/Iowa/A01394595/2013|10/30/2013|Iowa	2013-10-30	Iowa	TRIG	?	TRIG	TRIG	2002B.2	pdm	TRIG								?
A/swine/Nebraska/A01394567/2013|10/31/2013|Nebraska	2013-10-31	Nebraska	?	?	?	?	2002A.2	pdm	?								?
A/swine/Iowa/A01290742/2013|11/2013|Iowa	2013-11-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01409048/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01290797/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	?	pdm	?								?
A/swine/North_Carolina/A01290805/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	?	pdm	?								?
A/swine/North_Carolina/A01290717/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01409109/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	?	pdm	?								?
A/swine/North_Carolina/A01290722/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01290721/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	?	pdm	?								?
A/swine/North_Carolina/A01290759/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01290762/2013|11/2013|North_Carolina	2013-11-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01290778/2013|11/2013|North_Carolina	2013-11-01	North Carolina	TRIG	?	TRIG	TRIG	2002B.2	pdm	TRIG								?
A/swine/Indiana/A01290854/2013|11/2013|Indiana	2013-11-01	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/USA/A01409276/2013|11/2013|Unknown	2013-11-01	Unknown	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01290859/2013|11/2013|Iowa	2013-11-01	Iowa	?	?	?	?	?	pdm	?								?
A/swine/Iowa/A01290860/2013|11/2013|Iowa	2013-11-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01409450/2013|11/2013|Minnesota	2013-11-01	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01365608/2013|11/01/2013|Iowa	2013-11-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01290752/2013|11/2013|Iowa	2013-11-01	Iowa	?	?	?	?	?	pdm	?								?
A/swine/Iowa/A01290867/2013|11/2013|Iowa	2013-11-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01427136/2013|11/04/2013|Illinois	2013-11-04	Illinois	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260416/2013|11/11/2013|Indiana	2013-11-11	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01365906/2013|11/15/2013|Iowa	2013-11-15	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01395294/2013|11/19/2013|Minnesota	2013-11-19	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01409533/2013|11/20/2013|Nebraska	2013-11-20	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A01366050/2013|11/27/2013|Minnesota	2013-11-27	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Maryland/D0384/2013|11/29/2013|Maryland	2013-11-29	Maryland	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/South_Dakota/A01366063/2013|11/29/2013|South_Dakota	2013-11-29	South Dakota	?	?	?	?	2002A.2	pdm	?								?
A/swine/North_Carolina/A01409423/2013|12/2013|North_Carolina	2013-12-01	North Carolina	TRIG	?	TRIG	pdm	2002B.2	pdm	TRIG								?
A/swine/Illinois/A01409639/2013|12/2013|Illinois	2013-12-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01410018/2013|12/2013|Illinois	2013-12-01	Illinois	?	?	?	?	?	pdm	?								?
A/swine/Iowa/A01409518/2013|12/2013|Iowa	2013-12-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01411096/2013|12/2013|Illinois	2013-12-01	Illinois	?	?	?	?	?	pdm	?								?
A/swine/Kansas/A01377161/2013|12/02/2013|Kansas	2013-12-02	Kansas	?	?	?	?	2002B.2	pdm	?								?
A/swine/Kansas/A01377165/2013|12/02/2013|Kansas	2013-12-02	Kansas	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A01395675/2013|12/03/2013|Nebraska	2013-12-03	Nebraska	?	?	?	?	2002A.2	pdm	?								?
A/swine/South_Dakota/A01366093/2013|12/03/2013|South_Dakota	2013-12-03	South Dakota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01395921/2013|12/10/2013|Nebraska	2013-12-10	Nebraska	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01395901/2013|12/10/2013|Nebraska	2013-12-10	Nebraska	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01409611/2013|12/14/2013|Illinois	2013-12-14	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01393702/2013|12/16/2013|Nebraska	2013-12-16	Nebraska	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01409647/2013|12/18/2013|Nebraska	2013-12-18	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01411232/2013|12/18/2013|Illinois	2013-12-18	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01409657/2013|12/18/2013|Illinois	2013-12-18	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01410043/2013|12/20/2013|North_Carolina	2013-12-20	North Carolina	?	?	?	?	?	pdm	?								?
A/swine/Illinois/A01409675/2013|12/20/2013|Illinois	2013-12-20	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01490759/2013|12/26/2013|Minnesota	2013-12-26	Minnesota	?	?	?	?	2002A.2	pdm	?								?
A/swine/Illinois/A01409717/2013|12/26/2013|Illinois	2013-12-26	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01409735/2013|12/30/2013|Illinois	2013-12-30	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01410118/2014|01/2014|North_Carolina	2014-01-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01411343/2014|01/2014|Illinois	2014-01-01	Illinois	?	?	?	?	?	pdm	?								?
A/swine/Illinois/A01410110/2014|01/2014|Illinois	2014-01-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01409932/2014|01/2014|Illinois	2014-01-01	Illinois	?	?	?	?	?	pdm	?								?
A/swine/North_Carolina/A01410180/2014|01/2014|North_Carolina	2014-01-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01411097/2014|01/2014|Illinois	2014-01-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01410136/2014|01/2014|North_Carolina	2014-01-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260462/2014|01/02/2014|Indiana	2014-01-02	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A00843193/2014|01/03/2014|Illinois	2014-01-03	Illinois	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01366680/2014|01/10/2014|Iowa	2014-01-10	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260466/2014|01/13/2014|Indiana	2014-01-13	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01491325/2014|01/27/2014|Nebraska	2014-01-27	Nebraska	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260479/2014|01/28/2014|Indiana	2014-01-28	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01366913/2014|01/31/2014|Minnesota	2014-01-31	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01409981/2014|02/2014|North_Carolina	2014-02-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01410287/2014|02/2014|Indiana	2014-02-01	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01411463/2014|02/2014|Illinois	2014-02-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01409996/2014|02/2014|Illinois	2014-02-01	Illinois	?	?	?	?	?	pdm	?								?
A/swine/Illinois/A01475015/2014|02/2014|Illinois	2014-02-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01410268/2014|02/2014|Illinois	2014-02-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01411461/2014|02/2014|Illinois	2014-02-01	Illinois	?	?	?	?	?	pdm	?								?
A/swine/Illinois/A01409994/2014|02/2014|Illinois	2014-02-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01475084/2014|02/2014|Illinois	2014-02-01	Illinois	?	?	?	?	?	pdm	?								?
A/swine/Nebraska/A01491558/2014|02/03/2014|Nebraska	2014-02-03	Nebraska	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A01366992/2014|02/05/2014|Minnesota	2014-02-05	Minnesota	?	?	?	?	2002A.2	pdm	?								?
A/swine/Iowa/A01480042/2014|02/07/2014|Iowa	2014-02-07	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01536079/2014|02/24/2014|Illinois	2014-02-24	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01480322/2014|02/27/2014|Minnesota	2014-02-27	Minnesota	?	?	?	?	2002A.2	pdm	?								?
A/swine/South_Dakota/A01480341/2014|02/27/2014|South_Dakota	2014-02-27	South Dakota	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01410527/2014|03/2014|North_Carolina	2014-03-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01410396/2014|03/2014|Indiana	2014-03-01	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01475217/2014|03/2014|North_Carolina	2014-03-01	North Carolina	?	?	?	?	2002A.2	pdm	?								?
A/swine/Illinois/A01410409/2014|03/2014|Illinois	2014-03-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01475266/2014|03/2014|Illinois	2014-03-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01410511/2014|03/2014|North_Carolina	2014-03-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01410529/2014|03/2014|North_Carolina	2014-03-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01475190/2014|03/2014|Illinois	2014-03-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01411493/2014|03/2014|Illinois	2014-03-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Illinois/A01410453/2014|03/2014|Illinois	2014-03-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01410354/2014|03/2014|North_Carolina	2014-03-01	North Carolina	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Minnesota/A01480518/2014|03/11/2014|Minnesota	2014-03-11	Minnesota	?	?	?	?	2002A.2	pdm	?								?
A/swine/Illinois/A01536186/2014|03/14/2014|Illinois	2014-03-14	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260521/2014|03/19/2014|Indiana	2014-03-19	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01480656/2014|03/19/2014|Iowa	2014-03-19	Iowa	?	?	?	?	2002B.2	pdm	?								?
